FinInstrmId,TckrSymb,SctySrs,FinInstrmNm,ISIN,NewBrdLotQty,ParVal,SctyTpFlg,BidIntrvl,TrckgInd,CallAuctnInd,BookClsrStartDt,BookClsrEndDt,NoDlvryStartDt,NoDlvryEndDt,IssdCptl,PrtdToTrad,PricRg,SctyStsNrmlMkt,ElgbltyNrmlMkt,SctyStsOddLotMkt,ElgbltyOddLotMkt,SctyStsRETDBTMkt,ElgbltyClsgAuctnSsn,SctyStsAuctnMkt,ElgbltyAuctnMkt,SctyStsAddtlMkt1,ElgbltyAddtlMkt1,SctyStsAddtlMkt2,ElgbltyAddtlMkt2,IsseDt,FrstPmtDt,MtrtyDt,MaxTradQtyPctg,ListgDt,RmvlDt,RadmssnDt,RcrdDt,IndxPrtcptnInd,AllOrNn,MinFill,SttlmTp,Dvdd,Rghts,Bns,Intrst,AGMtg,EGMtg,MktMakrSprd,MktMakrMinQty,AddtlInf,UpdDt,DelFlg,SpclExDt,Xchg,UnqPdctIdr,SctyTp,TickSz,XchgExclsv,Sts,ExDvddDt,ExBnsDt,ExRghtsDt,FinInstrmTp,InstrmTp,TradgPrtd,BuyBckInd,TradToTradInd,Indx,IndxInstrm,FinInstrmAttrbts,MinLot,UndrlygInstrmAsstClss,UndrlygInstrm,UndrlygFinInstrmId,BlckDealAllwdFlg,InstrmNm,MktTpAndId,UnitOfMeasr,PricQtQty,PricRgTp,MaxPric,MinPric,SttlmMtd,InitlMrgnTp,BuyInitlMrgnRate,IssePric,MaxSnglTxnQty,MaxSnglTxnVal,AsstClss,PricNmrtr,Spcfctn,PricDnmtr,GnlNmrtr,GnlDnmtr,LotNmrtr,LotDnmtr,DcmlstnPric,SrsSttlmTp,FreeFltCptl,SellInitlMrgnRate,RatgDtls,FinInstrmClssfctn,SpclMrgnTp,BuySpclMrgnRat,SellSpclMrgnRat,PreOpnAllwdFlg,ClssfctnTp,MtchgCrit,ValMtd,SLBMElgblty,Sgmt,Ccy,SttlmCcy,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07
686785,GERMAN,EQ,German Green Steel & Power,INE0D4501011,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923083,DUDANI,EQ,Dudani Retail,INE1DLN01012,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960971,BMISL,EQ,Bench Mark Infotech Services,INE2OKU01014,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142541,ACEVECTOR,EQ,Acevector IPO(Snapdeal),INE580P01029,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699598,AONESTEELS,EQ,A-One Steels India,INE0OTC01025,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120277,ROOPA,EQ,Roopa Screen,INE2BTZ01011,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551914,PESHWA,EQ,Peshwa Wheat,INE0SR101016,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818414,MONEYVIEW,EQ,Moneyview,INE0PTN01011,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752881,GREENASIA,EQ,Green Asia Impex,INE1WDS01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973429,TWINKLE,EQ,Twinkle Papers,INE0R3M01018,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612985,SPGCL,EQ,Sri Priyanka Geo Commex,INE0WEN01019,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376319,SOLAR91,EQ,Solar91 Cleantech,INE0U5I01016,1,400,0,5,0,1,0,0,0,0,8.38E+07,0,425.30-637.90,6,1,2,0,2,0,2,1,1,0,1,0,1472342400,0,0,2243,1472342400,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,1474227848,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
